No,no transaksi,Tanggal/Bulan/Tahun,ID Supplier,Nama Supplier,ID Kategori,Kategori,Quantity Barang Supplier /Pcs,Quantity Barang blibli.com /Pcs,,Stock Tersisa
534,A328,01-Mar-21,IS052,Daihatsu Genuine Parts FBB,IK13,Automotive,600,600,600,0
535,A328,01-Mar-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,80,80,80,0
536,A329,02-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,3,3,3,0
537,A330,08-Mar-21,IS014,PT. Kurnia Aneka Gemilang,IK05,Food,500,499,500,-1
538,A330,08-Mar-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,1800,1800,1800,0
539,A331,09-Mar-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,4578,3624,4578,-954
540,A332,10-Mar-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,49,49,49,0
541,A332,10-Mar-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,685,685,685,0
542,A332,10-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,3,3,3,0
543,A332,10-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,615,615,615,0
544,A333,12-Mar-21,IS003,PT. Teman Sejahtera,IK03,Gadget,1050,1050,1050,0
545,A334,15-Mar-21,IS040,PT. Indodairy Continental,IK10,Frozen Food,96,24,96,-72
546,A334,15-Mar-21,IS040,PT. Indodairy Continental,IK10,Frozen Food,36,30,36,-6
547,A335,16-Mar-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,1800,1800,1800,0
548,A335,16-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,22,22,22,0
549,A335,16-Mar-21,IS015,ONE TIME VENDOR,IK09,Accessories,100,100,100,0
550,A336,19-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,928,928,928,0
551,A337,20-Mar-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,300,300,300,0
552,A338,23-Mar-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
553,A338,23-Mar-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,20,20,20,0
554,A338,23-Mar-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,110,110,110,0
555,A338,23-Mar-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,50,50,50,0
556,A339,24-Mar-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,1800,1800,1800,0
557,A339,24-Mar-21,IS025,PT ANUGRAH BERKAT ANDA,IK05,Food,162,162,162,0
558,A340,25-Mar-21,IS003,PT. Teman Sejahtera,IK03,Gadget,550,550,550,0
559,A341,26-Mar-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,500,500,500,0
560,A341,26-Mar-21,IS002,Office Partner Solution FBB,IK02,Electronics,51,51,51,0
561,A342,30-Mar-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,33,33,33,0
562,A343,01-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,7,7,7,0
563,A344,07-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,76,76,76,0
564,A344,07-Apr-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,1800,1800,1800,0
565,A345,08-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,3,3,3,0
566,A346,09-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,880,528,880,-352
567,A347,10-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
568,A348,12-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
569,A348,12-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
570,A349,13-Apr-21,IS003,PT. Teman Sejahtera,IK03,Gadget,2280,2050,2280,-230
571,A350,14-Apr-21,IS003,PT. Teman Sejahtera,IK03,Gadget,230,200,230,-30
572,A350,14-Apr-21,IS049,"	PT. Bandung Bina Distribusi 	",IK05,Food,128,0,128,-128
573,A351,15-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,240,240,240,0
574,A351,15-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,10,10,10,0
575,A351,15-Apr-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,36,36,36,0
576,A351,15-Apr-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,12,12,12,0
577,A352,16-Apr-21,IS053,PT. Samagata Panen Sejahtera,IK02,Electronics,375,300,375,-75
578,A353,20-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,6,6,6,0
579,A353,20-Apr-21,IS027,CV. Harapan Makmur,IK04,Cooking Ingredients,168,128,168,-40
580,A353,20-Apr-21,IS011,Hanabi cell,IK03,Gadget,200,200,200,0
581,A353,20-Apr-21,IS003,PT. Teman Sejahtera,IK03,Gadget,1280,1050,1280,-230
582,A353,20-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,16,16,16,0
583,A354,21-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,48,48,48,0
584,A354,21-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,39,39,39,0
585,A354,21-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK09,Accessories,30,30,30,0
586,A355,22-Apr-21,IS002,Office Partner Solution FBB,IK02,Electronics,21,21,21,0
587,A355,22-Apr-21,IS040,PT. Indodairy Continental,IK10,Frozen Food,36,36,36,0
588,A356,23-Apr-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,38,38,38,0
589,A356,23-Apr-21,IS003,PT. Teman Sejahtera,IK03,Gadget,2040,0,2040,-2040
590,A357,24-Apr-21,IS046,PT Kao Indonesia,IK01,Health & Beauty,224,204,224,-20
591,A358,27-Apr-21,IS011,Hanabi cell,IK03,Gadget,400,400,400,0
592,A359,29-Apr-21,IS014,PT. Kurnia Aneka Gemilang,IK05,Food,100,100,100,0
593,A360,30-Apr-21,IS011,Hanabi cell,IK03,Gadget,419,419,419,0
594,A360,30-Apr-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,400,400,400,0
595,A360,30-Apr-21,IS026,PT. Wahana Tirtasari,IK04,Cooking Ingredients,1400,1400,1400,0
596,A360,30-Apr-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,72,36,72,-36
597,A360,30-Apr-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,210,210,210,0
598,A361,03-May-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,100,100,100,0
599,A361,03-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,57,57,57,0
600,A362,04-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,4,4,4,0
601,A362,04-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
602,A362,04-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
603,A362,04-May-21,IS003,PT. Teman Sejahtera,IK03,Gadget,1220,1220,1220,0
604,A263,06-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,0,2,-2
605,A364,07-May-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,36,36,36,0
606,A364,07-May-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,36,24,36,-12
607,A365,08-May-21,IS003,PT. Teman Sejahtera,IK03,Gadget,1015,1015,1015,0
608,A366,10-May-21,IS011,Hanabi cell,IK03,Gadget,500,500,500,0
609,A367,11-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,18,18,18,0
610,A368,18-May-21,IS011,Hanabi cell,IK03,Gadget,35,35,35,0
611,A369,19-May-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,54,54,54,0
612,A369,19-May-21,IS011,Hanabi cell,IK03,Gadget,300,300,300,0
613,A370,20-May-21,IS049,"	PT. Bandung Bina Distribusi 	",IK05,Food,238,196,238,-42
614,A371,22-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,120,120,120,0
615,A371,22-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,302,110,302,-192
616,A372,25-May-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,100,100,100,0
617,A372,25-May-21,IS003,PT. Teman Sejahtera,IK03,Gadget,610,610,610,0
618,A372,25-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,39,39,39,0
619,A372,25-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK09,Accessories,70,70,70,0
620,A373,28-May-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,590,590,590,0
621,A374,29-May-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
622,A374,29-May-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,72,72,72,0
623,A375,01-Jun-21,IS011,Hanabi cell,IK03,Gadget,280,280,280,0
624,A376,02-Jun-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,140,140,140,0
625,A377,03-Jun-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,72,72,72,0
626,A377,03-Jun-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,26,26,26,0
627,A378,04-Jun-21,IS011,Hanabi cell,IK03,Gadget,237,237,237,0
628,A379,08-Jun-21,IS011,Hanabi cell,IK03,Gadget,550,530,550,-20
629,A379,08-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,360,360,360,0
630,A379,08-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,60,60,60,0
631,A380,09-Jun-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
632,A380,09-Jun-21,IS049,"	PT. Bandung Bina Distribusi 	",IK05,Food,30,30,30,0
633,A381,11-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,200,200,200,0
634,A381,11-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK07,Cigarette,30,30,30,0
635,A381,11-Jun-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,3976,2884,3976,-1092
636,A381,11-Jun-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,2728,2728,2728,0
637,A382,14-Jun-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,12,12,12,0
638,A382,14-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,80,80,80,0
639,A382,14-Jun-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,38,38,38,0
640,A383,16-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,680,680,680,0
641,A383,16-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,600,600,600,0
642,A383,16-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,30,30,30,0
643,A383,16-Jun-21,IS002,Office Partner Solution FBB,IK02,Electronics,5,5,5,0
644,A383,16-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,40,40,40,0
645,A384,18-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,352,352,352,0
646,A384,19-Jun-21,IS049,"	PT. Bandung Bina Distribusi 	",IK05,Food,300,300,300,0
647,A385,23-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,30,30,30,0
648,A385,23-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK09,Accessories,181,181,181,0
649,A386,25-Jun-21,IS025,PT ANUGRAH BERKAT ANDA,IK05,Food,36,36,36,0
650,A387,26-Jun-21,IS040,PT. Indodairy Continental,IK05,Food,18,18,18,0
651,A387,26-Jun-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,34,34,34,0
652,A388,29-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,80,80,80,0
653,A388,29-Jun-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,264,264,264,0
654,A389,30-Jun-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,290,290,290,0
655,A389,30-Jun-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
656,A390,01-Jul-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,18,0,18,-18
657,A390,01-Jul-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,36,0,36,-36
658,A391,02-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,2,2,2,0
659,A391,02-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1584,1440,1584,-144
660,A391,02-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,40,40,40,0
661,A392,05-Jul-21,IS011,Hanabi cell,IK03,Gadget,350,310,350,-40
662,A392,05-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,5,5,5,0
663,A393,06-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,168,168,168,0
664,A394,07-Jul-21,IS011,Hanabi cell,IK03,Gadget,40,40,40,0
665,A395,09-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,42,42,42,0
666,A395,09-Jul-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,72,72,72,0
667,A396,10-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,1,1,1,0
668,A396,10-Jul-21,IS017,PT. Samsung Electronics Indonesia,IK02,Electronics,20,20,20,0
669,A397,13-Jul-21,IS023,CV SUBUR JAYA MEDAN,IK07,Cigarette,880,780,880,-100
670,A397,13-Jul-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,270,270,270,0
671,A398,14-Jul-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,100,100,100,0
672,A399,17-Jul-21,IS011,Hanabi cell,IK03,Gadget,80,80,80,0
673,A399,17-Jul-21,IS011,Hanabi cell,IK03,Gadget,280,240,280,-40
674,A399,17-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,74,59,74,-15
675,A399,17-Jul-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,355,355,355,0
676,A400,19-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1520,1520,1520,0
677,A400,19-Jul-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,2900,2900,2900,0
678,A400,19-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK09,Accessories,134,134,134,0
679,A401,23-Jul-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,750,750,750,0
680,A401,23-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,508,72,508,-436
681,A402,26-Jul-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,216,216,216,0
682,A403,27-Jul-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,18,18,18,0
683,A403,27-Jul-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,12,12,12,0
684,A404,30-Jul-21,IS002,Office Partner Solution FBB,IK02,Electronics,6,6,6,0
685,A405,02-Aug-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,400,400,400,0
686,A406,03-Aug-21,IS041,PT MEDAN DISTRIBUSINDO RAYA,IK10,Frozen Food,20,10,20,-10
687,A406,03-Aug-21,IS002,Office Partner Solution FBB,IK02,Electronics,104,104,104,0
688,A406,03-Aug-21,IS002,Office Partner Solution FBB,IK02,Electronics,22,22,22,0
689,A407,05-Aug-21,IS011,Hanabi cell,IK03,Gadget,360,360,360,0
690,A408,07-Aug-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1192,0,1192,-1192
691,A409,09-Aug-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,54,30,54,-24
692,A410,10-Aug-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,280,280,280,0
693,A411,12-Aug-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,49,29,49,-20
694,A412,13-Aug-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,34,34,34,0
695,A412,13-Aug-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,55,55,55,0
696,A413,14-Aug-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,250,250,250,0
697,A413,14-Aug-21,IS023,CV SUBUR JAYA MEDAN,IK07,Cigarette,620,620,620,0
698,A414,16-Aug-21,IS011,Hanabi cell,IK03,Gadget,240,240,240,0
699,A414,16-Aug-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,16,9,16,-7
700,A414,16-Aug-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,2,2,2,0
701,A414,16-Aug-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,16,16,16,0
702,A415,20-Aug-21,IS011,Hanabi cell,IK03,Gadget,40,40,40,0
703,A416,21-Aug-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,400,0,400,-400
704,A417,23-Aug-21,IS011,Hanabi cell,IK03,Gadget,149,140,149,-9
705,A418,24-Aug-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,11,11,11,0
706,A419,25-Aug-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,60,60,60,0
707,A419,25-Aug-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1040,1040,1040,0
708,A419,25-Aug-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,8,8,8,0
709,A419,25-Aug-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,12,12,12,0
710,A420,27-Aug-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,192,192,192,0
711,A420,27-Aug-21,IS011,Hanabi cell,IK03,Gadget,240,240,240,0
712,A421,30-Aug-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK09,Accessories,282,282,282,0
713,A422,31-Aug-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,100,100,100,0
714,A423,01-Sep-21,IS001," 	Unilever Indonesia",IK01,Health & Beauty,3824,3116,3824,-708
715,A423,01-Sep-21,IS023,CV SUBUR JAYA MEDAN,IK07,Cigarette,550,420,550,-130
716,A423,01-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,210,210,210,0
717,A423,01-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,20,20,20,0
718,A423,01-Sep-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,170,170,170,0
719,A423,01-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,120,160,-40
720,A424,02-Sep-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,40,40,40,0
721,A424,02-Sep-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,245,245,245,0
722,A425,03-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,120,160,-40
723,A425,03-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,50,50,50,0
724,A425,03-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,220,220,220,0
725,A425,03-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,125,125,125,0
726,A426,04-Sep-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,21,18,21,-3
727,A426,04-Sep-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,320,320,320,0
728,A426,04-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1280,1280,1280,0
729,A426,04-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,64,64,64,0
730,A427,06-Sep-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,250,250,250,0
731,A428,08-Sep-21,IS011,Hanabi cell,IK03,Gadget,260,260,260,0
732,A428,08-Sep-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,25,25,25,0
733,A428,08-Sep-21,IS055,PT. TRIMITRA SWADAYA ,IK09,Accessories,8,8,8,0
734,A429,10-Sep-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,300,300,300,0
735,A429,10-Sep-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,15,15,15,0
736,A429,10-Sep-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,2900,2900,2900,0
737,A430,14-Sep-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,208,208,208,0
738,A431,15-Sep-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,90,90,90,0
739,A432,16-Sep-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,190,190,190,0
740,A433,17-Sep-21,IS026,PT. Wahana Tirtasari,IK04,Cooking Ingredients,205,205,205,0
741,A434,18-Sep-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,62,0,62,-62
742,A434,18-Sep-21,IS020,PT.Tigaraksa Satria Medan,IK05,Food,31,0,31,-31
743,A435,20-Sep-21,IS040,PT. Indodairy Continental,IK05,Food,15,3,15,-12
744,A435,20-Sep-21,IS040,PT. Indodairy Continental,IK05,Food,43,33,43,-10
745,A436,22-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,30,0,30,-30
746,A436,22-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,60,0,60,-60
747,A437,23-Sep-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,200,0,200,-200
748,A437,23-Sep-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,30,0,30,-30
749,A437,23-Sep-21,IS023,CV SUBUR JAYA MEDAN,IK07,Cigarette,4320,3920,4320,-400
750,A437,23-Sep-21,IS055,PT. TRIMITRA SWADAYA ,IK09,Accessories,26,26,26,0
751,A438,24-Sep-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,50,12,50,-38
752,A439,25-Sep-21,IS011,Hanabi cell,IK03,Gadget,100,100,100,0
753,A439,25-Sep-21,IS056,"PT. Enseval Putera Megatrading Cabang Medan 	",IK08,Kids & Baby,150,102,150,-48
754,A439,25-Sep-21,IS025,PT ANUGRAH BERKAT ANDA,IK05,Food,48,48,48,0
755,A440,27-Sep-21,IS011,Hanabi cell,IK03,Gadget,100,100,100,0
756,A440,27-Sep-21,IS044,PT. Sukanda Djaya,IK04,Cooking Ingredients,400,276,400,-124
757,A441,28-Sep-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,12,12,12,0
758,A442,29-Sep-21,IS056,"PT. Enseval Putera Megatrading Cabang Medan 	",IK08,Kids & Baby,48,12,48,-36
759,A443,01-Oct-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,500,500,500,0
760,A444,04-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,42,42,42,0
761,A445,06-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,3,3,3,0
762,A445,06-Oct-21,IS011,Hanabi cell,IK03,Gadget,140,140,140,0
763,A445,06-Oct-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,72,72,72,0
764,A445,06-Oct-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,34,34,34,0
765,A446,07-Oct-21,IS011,Hanabi cell,IK03,Gadget,200,200,200,0
766,A447,08-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,80,80,80,0
767,A447,08-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,240,239,240,-1
768,A447,08-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
769,A448,09-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,1,1,1,0
770,A448,09-Oct-21,IS046,PT Kao Indonesia,IK01,Health & Beauty,40,40,40,0
771,A448,09-Oct-21,IS046,PT Kao Indonesia,IK01,Health & Beauty,290,170,290,-120
772,A449,11-Oct-21,IS011,Hanabi cell,IK03,Gadget,60,60,60,0
773,A450,14-Oct-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,2900,2900,2900,0
774,A451,15-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,2,2,2,0
775,A451,15-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,2,2,2,0
776,A452,16-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,250,250,250,0
777,A453,18-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,4,4,4,0
778,A454,19-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,1912,1912,1912,0
779,A454,19-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,280,279,280,-1
780,A455,20-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,1,1,1,0
781,A456,21-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,15,15,15,0
782,A457,22-Oct-21,IS011,Hanabi cell,IK03,Gadget,79,50,79,-29
783,A458,23-Oct-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,43,43,43,0
784,A458,23-Oct-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,33,33,33,0
785,A458,23-Oct-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,24,24,24,0
786,A459,26-Oct-21,IS019,PT Bina San Prima Cabang Medan,IK08,Kids & Baby,38,37,38,-1
787,A460,27-Oct-21,IS006,PT Inti Persahabatan Sejati,IK03,Gadget,1010,1010,1010,0
788,A460,27-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
789,A460,27-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,160,160,160,0
790,A461,29-Oct-21,IS020,PT.Tigaraksa Satria Medan,IK08,Kids & Baby,30,6,30,-24
791,A461,29-Oct-21,IS005,"PT. Salim Ivomas Pratama, Tbk",IK04,Cooking Ingredients,2900,2900,2900,0
792,A461,29-Oct-21,IS057,"PT Binacipta Rasasejati 	",IK10,Frozen Food,558,484,558,-74
793,A462,30-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,960,960,960,0
794,A462,30-Oct-21,IS021,PT GONUSA PRIMA DISTRIBUSI - MEDAN,IK05,Food,300,300,300,0
795,A462,30-Oct-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,264,264,264,0
796,A463,01-Nov-21,IS018,PT. SUMBER CIPTA MULTINIAGA - MEDAN,IK07,Cigarette,640,264,640,-376
797,A463,01-Nov-21,IS054,CV. Metro Elektronik Official ,IK02,Electronics,17,17,17,0
